x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+1.025000E+00,-15.264E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.030000E+00,-3.396E-03,-5.000E-03,-4.019E-03,-33.912E-03
+1.035000E+00,+9.564E-03,-5.010E-03,-3.988E-03,-33.912E-03
+1.040000E+00,-2.432E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.045000E+00,-15.087E-03,-4.758E-03,-4.019E-03,-33.912E-03
+1.050000E+00,-3.364E-03,-4.758E-03,-3.918E-03,-33.912E-03
+1.055000E+00,+9.661E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.060000E+00,-2.416E-03,-5.010E-03,-3.787E-03,-33.912E-03
+1.065000E+00,-15.167E-03,-5.010E-03,-3.787E-03,-33.912E-03
+1.070000E+00,-2.946E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.075000E+00,+9.741E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.080000E+00,-2.464E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.085000E+00,-15.264E-03,-4.758E-03,-4.019E-03,-33.912E-03
+1.090000E+00,-3.332E-03,-4.758E-03,-4.019E-03,-33.912E-03
+1.095000E+00,+10.015E-03,-4.769E-03,-4.019E-03,-33.912E-03
+1.100000E+00,-2.560E-03,-4.959E-03,-4.019E-03,-33.912E-03
+1.105000E+00,-14.974E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.110000E+00,-2.914E-03,-4.879E-03,-4.019E-03,-33.912E-03
+1.115000E+00,+133.528E-03,-4.758E-03,-4.019E-03,-34.766E-03
+1.120000E+00,+15.353E-03,-4.758E-03,-4.019E-03,-33.912E-03
+1.125000E+00,-15.666E-03,-4.758E-03,-4.019E-03,-33.912E-03
+1.130000E+00,-4.522E-03,-4.758E-03,-4.019E-03,-33.912E-03
+1.135000E+00,+7.008E-03,-4.758E-03,-4.019E-03,-33.912E-03
+1.140000E+00,-7.561E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.145000E+00,-16.582E-03,-4.849E-03,-4.019E-03,-33.912E-03
+1.150000E+00,-3.525E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.155000E+00,+9.227E-03,-5.010E-03,-3.777E-03,-33.912E-03
+1.160000E+00,-2.576E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.165000E+00,-15.039E-03,-5.010E-03,-3.948E-03,-33.912E-03
+1.170000E+00,-1.837E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.175000E+00,+11.671E-03,-4.859E-03,-3.918E-03,-33.912E-03
+1.180000E+00,-132E-06,-4.819E-03,-3.958E-03,-33.912E-03
+1.185000E+00,-12.787E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.190000E+00,+1.138E-03,-5.010E-03,-3.787E-03,-33.912E-03
+1.195000E+00,+14.597E-03,-4.949E-03,-3.767E-03,-33.912E-03
+1.200000E+00,+2.425E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.205000E+00,-10.038E-03,-4.869E-03,-3.767E-03,-33.912E-03
+1.210000E+00,+4.113E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.215000E+00,+19.663E-03,-5.010E-03,-3.797E-03,-33.912E-03
+1.220000E+00,+9.034E-03,-4.758E-03,-4.008E-03,-33.912E-03
+1.225000E+00,-631E-06,-5.010E-03,-3.767E-03,-33.912E-03
+1.230000E+00,+19.229E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.235000E+00,+22.654E-03,-4.889E-03,-3.767E-03,-33.912E-03
+1.240000E+00,+25.580E-03,-4.758E-03,-3.938E-03,-33.912E-03
+1.245000E+00,-11.469E-03,-5.010E-03,-3.807E-03,-34.967E-03
+1.250000E+00,-49.435E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.255000E+00,-15.167E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.260000E+00,-11.662E-03,-4.929E-03,-4.019E-03,-33.912E-03
+1.265000E+00,-16.743E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.270000E+00,-2.560E-03,-5.010E-03,-3.858E-03,-34.364E-03
+1.275000E+00,+10.626E-03,-4.809E-03,-4.019E-03,-33.912E-03
+1.280000E+00,-2.207E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.285000E+00,-14.363E-03,-4.789E-03,-3.767E-03,-33.912E-03
+1.290000E+00,-1.965E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.295000E+00,+10.288E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.300000E+00,-2.641E-03,-4.758E-03,-3.868E-03,-33.912E-03
+1.305000E+00,-14.765E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.310000E+00,-2.383E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.315000E+00,+9.998E-03,-4.779E-03,-3.767E-03,-33.912E-03
+1.320000E+00,-2.962E-03,-4.819E-03,-4.019E-03,-33.912E-03
+1.325000E+00,-14.862E-03,-4.859E-03,-3.767E-03,-33.912E-03
+1.330000E+00,-2.512E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.335000E+00,+9.548E-03,-5.010E-03,-3.838E-03,-33.912E-03
+1.340000E+00,-3.027E-03,-4.789E-03,-4.019E-03,-35.017E-03
+1.345000E+00,-15.232E-03,-4.758E-03,-3.777E-03,-33.912E-03
+1.350000E+00,-2.319E-03,-4.809E-03,-3.818E-03,-33.912E-03
+1.355000E+00,+9.516E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.360000E+00,-3.091E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.365000E+00,-15.135E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.370000E+00,-2.769E-03,-4.758E-03,-3.978E-03,-33.912E-03
+1.375000E+00,+9.661E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.380000E+00,-3.509E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.385000E+00,-15.409E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.390000E+00,-2.689E-03,-4.889E-03,-3.767E-03,-33.912E-03
+1.395000E+00,+9.516E-03,-4.919E-03,-3.767E-03,-33.912E-03
+1.400000E+00,-3.445E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.405000E+00,-15.618E-03,-5.000E-03,-3.767E-03,-33.912E-03
+1.410000E+00,-2.625E-03,-4.980E-03,-3.797E-03,-33.912E-03
+1.415000E+00,+9.436E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.420000E+00,-3.541E-03,-5.010E-03,-3.908E-03,-34.615E-03
+1.425000E+00,-15.505E-03,-5.010E-03,-3.868E-03,-33.912E-03
+1.430000E+00,-2.753E-03,-4.949E-03,-4.019E-03,-33.912E-03
+1.435000E+00,+9.564E-03,-4.758E-03,-3.767E-03,-33.912E-03
